doi,column,status,source_location,paper_note
https://doi.org/10.1126/science.ads4760,Shuffle Method,checked_paper,"Published Science supplement science.ads4760_sm.pdf, pp. 6-7: primary replay uses fixed criteria; rank-order control uses Spearman p<0.05. spearman_median.m calls MATLAB corr(type=Spearman). The 5000 shuffles on pp. 8-9 test replay-pair statistics, not event significance.",papers/00_Mallory_2025.md
https://doi.org/10.1126/science.ads4760,Shuffles (#),not_applicable,"Published Science supplement science.ads4760_sm.pdf, pp. 6-7: primary replay uses fixed criteria; rank-order control uses Spearman p<0.05. spearman_median.m calls MATLAB corr(type=Spearman). The 5000 shuffles on pp. 8-9 test replay-pair statistics, not event significance.",papers/00_Mallory_2025.md
https://doi.org/10.1126/science.ads4760,Sig. Thresh.,checked_paper,"Published Science supplement science.ads4760_sm.pdf, pp. 6-7: primary replay uses fixed criteria; rank-order control uses Spearman p<0.05. spearman_median.m calls MATLAB corr(type=Spearman). The 5000 shuffles on pp. 8-9 test replay-pair statistics, not event significance.",papers/00_Mallory_2025.md
https://doi.org/10.1126/science.ads4760,% Decoded denom.,not_reported,"Published Science supplement science.ads4760_sm.pdf, pp. 5-8.",papers/00_Mallory_2025.md
https://doi.org/10.1126/science.ads4760,Reconst. Error bin (ms),checked_paper,"Published Science supplement science.ads4760_sm.pdf, p. 6: nonoverlapping 400 ms windows during movement.",papers/00_Mallory_2025.md
https://doi.org/10.1038/s41467-025-65181-5,First Author,checked_metadata,Published HTML Methods (2025); 2026 correction,papers/01_Widloski_2025.md
https://doi.org/10.1038/s41467-025-65181-5,Last Author,checked_metadata,Published HTML Methods (2025); 2026 correction,papers/01_Widloski_2025.md
https://doi.org/10.1038/s41467-025-65181-5,Year,checked_metadata,Published HTML Methods (2025); 2026 correction,papers/01_Widloski_2025.md
https://doi.org/10.1038/s41467-025-65181-5,DOI,checked_metadata,Published HTML Methods (2025); 2026 correction,papers/01_Widloski_2025.md
https://doi.org/10.1038/s41467-025-65181-5,Journal,checked_metadata,Published HTML Methods (2025); 2026 correction,papers/01_Widloski_2025.md
https://doi.org/10.1038/s41467-025-65181-5,Species,checked_metadata,Published HTML Methods (2025); 2026 correction,papers/01_Widloski_2025.md
https://doi.org/10.1038/s41467-025-65181-5,Detection,checked_paper,Published HTML Methods (2025); 2026 correction,papers/01_Widloski_2025.md
https://doi.org/10.1038/s41467-025-65181-5,Detection Notes,reviewed_context,Published HTML Methods (2025); 2026 correction,papers/01_Widloski_2025.md
https://doi.org/10.1038/s41467-025-65181-5,MUA Z-score Thresh. (STD),checked_paper,Published HTML Methods (2025); 2026 correction,papers/01_Widloski_2025.md
https://doi.org/10.1038/s41467-025-65181-5,SWR Z-score Thresh. (STD),checked_paper,Published HTML Methods (2025); 2026 correction,papers/01_Widloski_2025.md
https://doi.org/10.1038/s41467-025-65181-5,Animal Speed (cm/s),checked_paper,Published HTML Methods (2025); 2026 correction,papers/01_Widloski_2025.md
https://doi.org/10.1038/s41467-025-65181-5,MUA smooth (ms),checked_paper,Published HTML Methods (2025); 2026 correction,papers/01_Widloski_2025.md
https://doi.org/10.1038/s41467-025-65181-5,SWR smooth (ms),checked_paper,Published HTML Methods (2025); 2026 correction,papers/01_Widloski_2025.md
https://doi.org/10.1038/s41467-025-65181-5,Min. Cells (#),not_applicable,Published HTML Methods (2025); 2026 correction,papers/01_Widloski_2025.md
https://doi.org/10.1038/s41467-025-65181-5,SWR electrodes (#),checked_paper,Published HTML Methods (2025); 2026 correction,papers/01_Widloski_2025.md
https://doi.org/10.1038/s41467-025-65181-5,SWR Low Band (Hz),checked_paper,Published HTML Methods (2025); 2026 correction,papers/01_Widloski_2025.md
https://doi.org/10.1038/s41467-025-65181-5,SWR High Band (Hz),checked_paper,Published HTML Methods (2025); 2026 correction,papers/01_Widloski_2025.md
https://doi.org/10.1038/s41467-025-65181-5,Min. Duration (ms),checked_paper,Published HTML Methods (2025); 2026 correction,papers/01_Widloski_2025.md
https://doi.org/10.1038/s41467-025-65181-5,Max Duration (ms),not_applicable,Published HTML Methods (2025); 2026 correction,papers/01_Widloski_2025.md
https://doi.org/10.1038/s41467-025-65181-5,Combine Events Thresh. (ms),checked_paper,Published HTML Methods (2025); 2026 correction,papers/01_Widloski_2025.md
https://doi.org/10.1038/s41467-025-65181-5,Decoding,checked_paper,Published HTML Methods (2025); 2026 correction,papers/01_Widloski_2025.md
https://doi.org/10.1038/s41467-025-65181-5,Time bin (ms),checked_paper,Published HTML Methods (2025); 2026 correction,papers/01_Widloski_2025.md
https://doi.org/10.1038/s41467-025-65181-5,Position bin (cm),checked_paper,Published HTML Methods (2025); 2026 correction,papers/01_Widloski_2025.md
https://doi.org/10.1038/s41467-025-65181-5,Place field smooth (cm),checked_paper,Published HTML Methods (2025); 2026 correction,papers/01_Widloski_2025.md
https://doi.org/10.1038/s41467-025-65181-5,Trajectory,checked_paper,Published HTML Methods (2025); 2026 correction,papers/01_Widloski_2025.md
https://doi.org/10.1038/s41467-025-65181-5,Decoding notes,reviewed_context,Published HTML Methods (2025); 2026 correction,papers/01_Widloski_2025.md
https://doi.org/10.1038/s41467-025-65181-5,Reconst. Error (cm),not_reported,Published HTML Methods (2025); 2026 correction,papers/01_Widloski_2025.md
https://doi.org/10.1038/s41467-025-65181-5,% Decoded,not_reported,Published HTML Methods (2025); 2026 correction,papers/01_Widloski_2025.md
https://doi.org/10.1038/s41467-025-65181-5,Spike sorting,checked_paper,Published HTML Methods (2025); 2026 correction,papers/01_Widloski_2025.md
https://doi.org/10.1038/s41467-025-65181-5,Time bin step (ms),checked_paper,Published HTML Methods (2025); 2026 correction,papers/01_Widloski_2025.md
https://doi.org/10.1038/s41467-025-65181-5,Shuffle Method,checked_paper,Published HTML Methods (2025); 2026 correction,papers/01_Widloski_2025.md
https://doi.org/10.1038/s41467-025-65181-5,Shuffles (#),checked_paper,Published HTML Methods (2025); 2026 correction,papers/01_Widloski_2025.md
https://doi.org/10.1038/s41467-025-65181-5,Sig. Thresh.,checked_paper,Published HTML Methods (2025); 2026 correction,papers/01_Widloski_2025.md
https://doi.org/10.1038/s41467-025-65181-5,% Decoded denom.,not_reported,Published HTML Methods (2025); 2026 correction,papers/01_Widloski_2025.md
https://doi.org/10.1038/s41467-025-65181-5,Reconst. Error bin (ms),not_reported,Published HTML Methods (2025); 2026 correction,papers/01_Widloski_2025.md
https://doi.org/10.1126/science.adk8261,First Author,checked_metadata,"Supplement Methods, combined PDF pp. 11-16",papers/02_Yang_2024.md
https://doi.org/10.1126/science.adk8261,Last Author,checked_metadata,"Supplement Methods, combined PDF pp. 11-16",papers/02_Yang_2024.md
https://doi.org/10.1126/science.adk8261,Year,checked_metadata,"Supplement Methods, combined PDF pp. 11-16",papers/02_Yang_2024.md
https://doi.org/10.1126/science.adk8261,DOI,checked_metadata,"Supplement Methods, combined PDF pp. 11-16",papers/02_Yang_2024.md
https://doi.org/10.1126/science.adk8261,Journal,checked_metadata,"Supplement Methods, combined PDF pp. 11-16",papers/02_Yang_2024.md
https://doi.org/10.1126/science.adk8261,Species,checked_metadata,"Supplement Methods, combined PDF pp. 11-16",papers/02_Yang_2024.md
https://doi.org/10.1126/science.adk8261,Detection,checked_paper,"Supplement Methods, combined PDF pp. 11-16",papers/02_Yang_2024.md
https://doi.org/10.1126/science.adk8261,Detection Notes,reviewed_context,"Supplement Methods, combined PDF pp. 11-16",papers/02_Yang_2024.md
https://doi.org/10.1126/science.adk8261,MUA Z-score Thresh. (STD),checked_paper,"Supplement Methods, combined PDF pp. 11-16",papers/02_Yang_2024.md
https://doi.org/10.1126/science.adk8261,SWR Z-score Thresh. (STD),unresolved,"Supplement Methods, combined PDF pp. 11-16 No independently established value for this field; see the linked paper note’s uncertainties.",papers/02_Yang_2024.md
https://doi.org/10.1126/science.adk8261,Animal Speed (cm/s),not_applicable,"Supplement Methods, combined PDF pp. 11-16",papers/02_Yang_2024.md
https://doi.org/10.1126/science.adk8261,MUA smooth (ms),checked_paper,"Supplement Methods, combined PDF pp. 11-16",papers/02_Yang_2024.md
https://doi.org/10.1126/science.adk8261,SWR smooth (ms),not_reported,"Supplement Methods, combined PDF pp. 11-16",papers/02_Yang_2024.md
https://doi.org/10.1126/science.adk8261,Min. Cells (#),checked_paper,"Supplement Methods, combined PDF pp. 11-16",papers/02_Yang_2024.md
https://doi.org/10.1126/science.adk8261,SWR electrodes (#),unresolved,"Supplement Methods, combined PDF pp. 11-16 No independently established value for this field; see the linked paper note’s uncertainties.",papers/02_Yang_2024.md
https://doi.org/10.1126/science.adk8261,SWR Low Band (Hz),unresolved,"Supplement Methods, combined PDF pp. 11-16 No independently established value for this field; see the linked paper note’s uncertainties.",papers/02_Yang_2024.md
https://doi.org/10.1126/science.adk8261,SWR High Band (Hz),unresolved,"Supplement Methods, combined PDF pp. 11-16 No independently established value for this field; see the linked paper note’s uncertainties.",papers/02_Yang_2024.md
https://doi.org/10.1126/science.adk8261,Min. Duration (ms),checked_paper,"Supplement Methods, combined PDF pp. 11-16",papers/02_Yang_2024.md
https://doi.org/10.1126/science.adk8261,Max Duration (ms),checked_paper,"Supplement Methods, combined PDF pp. 11-16",papers/02_Yang_2024.md
https://doi.org/10.1126/science.adk8261,Combine Events Thresh. (ms),not_applicable,"Supplement Methods, combined PDF pp. 11-16",papers/02_Yang_2024.md
https://doi.org/10.1126/science.adk8261,Decoding,checked_paper,"Supplement Methods, combined PDF pp. 11-16",papers/02_Yang_2024.md
https://doi.org/10.1126/science.adk8261,Time bin (ms),checked_paper,"Supplement Methods, combined PDF pp. 11-16",papers/02_Yang_2024.md
https://doi.org/10.1126/science.adk8261,Position bin (cm),checked_paper,"Supplement Methods, combined PDF pp. 11-16",papers/02_Yang_2024.md
https://doi.org/10.1126/science.adk8261,Place field smooth (cm),derived,"Supplement Methods, combined PDF pp. 11-16",papers/02_Yang_2024.md
https://doi.org/10.1126/science.adk8261,Trajectory,checked_paper,"Supplement Methods, combined PDF pp. 11-16",papers/02_Yang_2024.md
https://doi.org/10.1126/science.adk8261,Decoding notes,reviewed_context,Yang supplementary Methods pp. 8-9 (combined PDF pp. 15-16); exact tagged GitHub tree 2fa546845defbdd750c9059e7d54489782fed57c.,papers/02_Yang_2024.md
https://doi.org/10.1126/science.adk8261,Reconst. Error (cm),not_reported,"Supplement Methods, combined PDF pp. 11-16",papers/02_Yang_2024.md
https://doi.org/10.1126/science.adk8261,% Decoded,not_reported,"Supplement Methods, combined PDF pp. 11-16",papers/02_Yang_2024.md
https://doi.org/10.1126/science.adk8261,Spike sorting,checked_paper,"Supplement Methods, combined PDF pp. 11-16",papers/02_Yang_2024.md
https://doi.org/10.1126/science.adk8261,Time bin step (ms),checked_paper,"Supplement Methods, combined PDF pp. 11-16",papers/02_Yang_2024.md
https://doi.org/10.1126/science.adk8261,Shuffle Method,checked_paper,"Supplement Methods, combined PDF pp. 11-16",papers/02_Yang_2024.md
https://doi.org/10.1126/science.adk8261,Shuffles (#),not_reported,Yang supplementary Methods pp. 8-9 (combined PDF pp. 15-16); exact tagged GitHub tree 2fa546845defbdd750c9059e7d54489782fed57c.,papers/02_Yang_2024.md
https://doi.org/10.1126/science.adk8261,Sig. Thresh.,checked_paper,Yang supplementary Methods pp. 8-9 (combined PDF pp. 15-16); exact tagged GitHub tree 2fa546845defbdd750c9059e7d54489782fed57c.,papers/02_Yang_2024.md
https://doi.org/10.1126/science.adk8261,% Decoded denom.,not_reported,"Supplement Methods, combined PDF pp. 11-16",papers/02_Yang_2024.md
https://doi.org/10.1126/science.adk8261,Reconst. Error bin (ms),not_reported,"Supplement Methods, combined PDF pp. 11-16",papers/02_Yang_2024.md
https://doi.org/10.1038/s41467-023-43939-z,First Author,checked_metadata,Methods pp. 11-12; code release b0676a5,papers/03_HuelinGorriz_2023.md
https://doi.org/10.1038/s41467-023-43939-z,Last Author,checked_metadata,Methods pp. 11-12; code release b0676a5,papers/03_HuelinGorriz_2023.md
https://doi.org/10.1038/s41467-023-43939-z,Year,checked_metadata,Methods pp. 11-12; code release b0676a5,papers/03_HuelinGorriz_2023.md
https://doi.org/10.1038/s41467-023-43939-z,DOI,checked_metadata,Methods pp. 11-12; code release b0676a5,papers/03_HuelinGorriz_2023.md
https://doi.org/10.1038/s41467-023-43939-z,Journal,checked_metadata,Methods pp. 11-12; code release b0676a5,papers/03_HuelinGorriz_2023.md
https://doi.org/10.1038/s41467-023-43939-z,Species,checked_metadata,Methods pp. 11-12; code release b0676a5,papers/03_HuelinGorriz_2023.md
https://doi.org/10.1038/s41467-023-43939-z,Detection,checked_paper,Methods pp. 11-12; code release b0676a5,papers/03_HuelinGorriz_2023.md
https://doi.org/10.1038/s41467-023-43939-z,Detection Notes,reviewed_context,"Zenodo 10085294 / dbendor/Nat_Com_Huelin_Gorriz_et_al b0676a5: batch_analysis_folders.m, list_of_parameters.m, process_clusters.m and extract_CSC.m.",papers/03_HuelinGorriz_2023.md
https://doi.org/10.1038/s41467-023-43939-z,MUA Z-score Thresh. (STD),checked_paper,Methods pp. 11-12; code release b0676a5,papers/03_HuelinGorriz_2023.md
https://doi.org/10.1038/s41467-023-43939-z,SWR Z-score Thresh. (STD),checked_paper,Methods pp. 11-12; code release b0676a5,papers/03_HuelinGorriz_2023.md
https://doi.org/10.1038/s41467-023-43939-z,Animal Speed (cm/s),checked_paper,Methods pp. 11-12; code release b0676a5,papers/03_HuelinGorriz_2023.md
https://doi.org/10.1038/s41467-023-43939-z,MUA smooth (ms),derived,"Zenodo 10085294 / dbendor/Nat_Com_Huelin_Gorriz_et_al b0676a5: batch_analysis_folders.m, list_of_parameters.m, process_clusters.m and extract_CSC.m.",papers/03_HuelinGorriz_2023.md
https://doi.org/10.1038/s41467-023-43939-z,SWR smooth (ms),checked_code,"Zenodo 10085294 / dbendor/Nat_Com_Huelin_Gorriz_et_al b0676a5: batch_analysis_folders.m, list_of_parameters.m, process_clusters.m and extract_CSC.m.",papers/03_HuelinGorriz_2023.md
https://doi.org/10.1038/s41467-023-43939-z,Min. Cells (#),checked_paper,Methods pp. 11-12; code release b0676a5,papers/03_HuelinGorriz_2023.md
https://doi.org/10.1038/s41467-023-43939-z,SWR electrodes (#),checked_paper,Methods pp. 11-12; code release b0676a5,papers/03_HuelinGorriz_2023.md
https://doi.org/10.1038/s41467-023-43939-z,SWR Low Band (Hz),checked_paper,Methods pp. 11-12; code release b0676a5,papers/03_HuelinGorriz_2023.md
https://doi.org/10.1038/s41467-023-43939-z,SWR High Band (Hz),checked_paper,Methods pp. 11-12; code release b0676a5,papers/03_HuelinGorriz_2023.md
https://doi.org/10.1038/s41467-023-43939-z,Min. Duration (ms),checked_paper,Methods pp. 11-12; code release b0676a5,papers/03_HuelinGorriz_2023.md
https://doi.org/10.1038/s41467-023-43939-z,Max Duration (ms),checked_paper,Methods pp. 11-12; code release b0676a5,papers/03_HuelinGorriz_2023.md
https://doi.org/10.1038/s41467-023-43939-z,Combine Events Thresh. (ms),checked_paper,Methods pp. 11-12; code release b0676a5,papers/03_HuelinGorriz_2023.md
https://doi.org/10.1038/s41467-023-43939-z,Decoding,checked_paper,Methods pp. 11-12; code release b0676a5,papers/03_HuelinGorriz_2023.md
https://doi.org/10.1038/s41467-023-43939-z,Time bin (ms),checked_paper,Methods pp. 11-12; code release b0676a5,papers/03_HuelinGorriz_2023.md
https://doi.org/10.1038/s41467-023-43939-z,Position bin (cm),checked_paper,Methods pp. 11-12; code release b0676a5,papers/03_HuelinGorriz_2023.md
https://doi.org/10.1038/s41467-023-43939-z,Place field smooth (cm),checked_paper,Methods pp. 11-12; code release b0676a5,papers/03_HuelinGorriz_2023.md
https://doi.org/10.1038/s41467-023-43939-z,Trajectory,checked_paper,Methods pp. 11-12; code release b0676a5,papers/03_HuelinGorriz_2023.md
https://doi.org/10.1038/s41467-023-43939-z,Decoding notes,reviewed_context,"Huelin Gorriz Methods, PDF p. 12; release b0676a5.",papers/03_HuelinGorriz_2023.md
https://doi.org/10.1038/s41467-023-43939-z,Reconst. Error (cm),not_reported,Methods pp. 11-12; code release b0676a5,papers/03_HuelinGorriz_2023.md
https://doi.org/10.1038/s41467-023-43939-z,% Decoded,not_reported,Methods pp. 11-12; code release b0676a5,papers/03_HuelinGorriz_2023.md
https://doi.org/10.1038/s41467-023-43939-z,Spike sorting,checked_paper,Methods pp. 11-12; code release b0676a5,papers/03_HuelinGorriz_2023.md
https://doi.org/10.1038/s41467-023-43939-z,Time bin step (ms),checked_paper,Methods pp. 11-12; code release b0676a5,papers/03_HuelinGorriz_2023.md
https://doi.org/10.1038/s41467-023-43939-z,Shuffle Method,checked_paper,Methods pp. 11-12; code release b0676a5,papers/03_HuelinGorriz_2023.md
https://doi.org/10.1038/s41467-023-43939-z,Shuffles (#),checked_code,"Zenodo 10085294 / dbendor/Nat_Com_Huelin_Gorriz_et_al b0676a5: batch_analysis_folders.m, list_of_parameters.m, process_clusters.m and extract_CSC.m.",papers/03_HuelinGorriz_2023.md
https://doi.org/10.1038/s41467-023-43939-z,Sig. Thresh.,checked_paper,"Huelin Gorriz Methods, PDF p. 12; release b0676a5.",papers/03_HuelinGorriz_2023.md
https://doi.org/10.1038/s41467-023-43939-z,% Decoded denom.,not_reported,Methods pp. 11-12; code release b0676a5,papers/03_HuelinGorriz_2023.md
https://doi.org/10.1038/s41467-023-43939-z,Reconst. Error bin (ms),not_reported,Methods pp. 11-12; code release b0676a5,papers/03_HuelinGorriz_2023.md
https://doi.org/10.1016/j.neuron.2023.04.015,First Author,checked_metadata,Methods; replay_run.py and session-processing callers,papers/04_Harvey_2023.md
https://doi.org/10.1016/j.neuron.2023.04.015,Last Author,checked_metadata,Methods; replay_run.py and session-processing callers,papers/04_Harvey_2023.md
https://doi.org/10.1016/j.neuron.2023.04.015,Year,checked_metadata,Methods; replay_run.py and session-processing callers,papers/04_Harvey_2023.md
https://doi.org/10.1016/j.neuron.2023.04.015,DOI,checked_metadata,Methods; replay_run.py and session-processing callers,papers/04_Harvey_2023.md
https://doi.org/10.1016/j.neuron.2023.04.015,Journal,checked_metadata,Methods; replay_run.py and session-processing callers,papers/04_Harvey_2023.md
https://doi.org/10.1016/j.neuron.2023.04.015,Species,checked_metadata,Methods; replay_run.py and session-processing callers,papers/04_Harvey_2023.md
https://doi.org/10.1016/j.neuron.2023.04.015,Detection,checked_paper,Methods; replay_run.py and session-processing callers,papers/04_Harvey_2023.md
https://doi.org/10.1016/j.neuron.2023.04.015,Detection Notes,reviewed_context,Methods; replay_run.py and session-processing callers,papers/04_Harvey_2023.md
https://doi.org/10.1016/j.neuron.2023.04.015,MUA Z-score Thresh. (STD),not_applicable,Methods; replay_run.py and session-processing callers,papers/04_Harvey_2023.md
https://doi.org/10.1016/j.neuron.2023.04.015,SWR Z-score Thresh. (STD),checked_code,Methods; replay_run.py and session-processing callers,papers/04_Harvey_2023.md
https://doi.org/10.1016/j.neuron.2023.04.015,Animal Speed (cm/s),not_applicable,Methods; replay_run.py and session-processing callers,papers/04_Harvey_2023.md
https://doi.org/10.1016/j.neuron.2023.04.015,MUA smooth (ms),not_applicable,Methods; replay_run.py and session-processing callers,papers/04_Harvey_2023.md
https://doi.org/10.1016/j.neuron.2023.04.015,SWR smooth (ms),not_applicable,Methods; replay_run.py and session-processing callers,papers/04_Harvey_2023.md
https://doi.org/10.1016/j.neuron.2023.04.015,Min. Cells (#),checked_paper,Methods; replay_run.py and session-processing callers,papers/04_Harvey_2023.md
https://doi.org/10.1016/j.neuron.2023.04.015,SWR electrodes (#),checked_paper,Methods; replay_run.py and session-processing callers,papers/04_Harvey_2023.md
https://doi.org/10.1016/j.neuron.2023.04.015,SWR Low Band (Hz),checked_code,Methods; replay_run.py and session-processing callers,papers/04_Harvey_2023.md
https://doi.org/10.1016/j.neuron.2023.04.015,SWR High Band (Hz),checked_code,Methods; replay_run.py and session-processing callers,papers/04_Harvey_2023.md
https://doi.org/10.1016/j.neuron.2023.04.015,Min. Duration (ms),checked_code,Methods; replay_run.py and session-processing callers,papers/04_Harvey_2023.md
https://doi.org/10.1016/j.neuron.2023.04.015,Max Duration (ms),not_applicable,Methods; replay_run.py and session-processing callers,papers/04_Harvey_2023.md
https://doi.org/10.1016/j.neuron.2023.04.015,Combine Events Thresh. (ms),not_applicable,Methods; replay_run.py and session-processing callers,papers/04_Harvey_2023.md
https://doi.org/10.1016/j.neuron.2023.04.015,Decoding,checked_paper,Methods; replay_run.py and session-processing callers,papers/04_Harvey_2023.md
https://doi.org/10.1016/j.neuron.2023.04.015,Time bin (ms),checked_paper,Methods; replay_run.py and session-processing callers,papers/04_Harvey_2023.md
