row,doi,column,value,status,source_location,paper_note
0,https://doi.org/10.1126/science.ads4760,Time bin (ms),20 (track); 80 (arena),checked_paper,"Published Science supplement science.ads4760_sm.pdf, p. 6: track 20 ms, arena 80 ms; paper release v1.0.0 (128513a656bdacfc11a0e0dfbcaf20e2c4515520), load_binDecoding_cm.m.",papers/00_Mallory_2025.md
0,https://doi.org/10.1126/science.ads4760,Position bin (cm),2,checked_paper,"Published Science supplement science.ads4760_sm.pdf, p. 5, Place fields: 2 cm track bins and 2x2 cm arena bins.",papers/00_Mallory_2025.md
0,https://doi.org/10.1126/science.ads4760,Place field smooth (cm),2 (track text; per pass in code); 8 (arena text); 4 (arena code),derived,"Published Science supplement science.ads4760_sm.pdf, p. 5: SD 2 cm track / 8 cm arena; paper release v1.0.0 (128513a656bdacfc11a0e0dfbcaf20e2c4515520), load_AnalysisInformation_cm.m, load_clusters_rate_maps_cm.m, compute_rateMap.m and setUp_gaussFilt.m imply nominal 2 cm per track filtering pass / 4 cm arena SD.",papers/00_Mallory_2025.md
0,https://doi.org/10.1126/science.ads4760,Trajectory,Weighted correlation (track); posterior center of mass (arena),checked_paper,"Published Science supplement science.ads4760_sm.pdf, pp. 6-8: track weighted correlation, arena posterior COM; code first-coordinate jump differs from text Euclidean jump.",papers/00_Mallory_2025.md
0,https://doi.org/10.1126/science.ads4760,Decoding notes,"Published supplement pp. 5-8: track windows 20 ms, arena 80 ms; code establishes 5 ms steps (text says overlapping by 5 ms). Spatial bins are 2 cm; Gaussian SD is 2 cm for track and 8 cm for arena in text. Track code applies a nominal 2 cm Gaussian per filtfilt pass. Arena code passes 8/2=4 as mvnpdf covariance, giving nominal SD sqrt(4)*2=4 cm. Published main text reports mean positional errors 2.9 cm (track) and 3.4 cm (arena), evaluated with nonoverlapping 400 ms windows; Methods exclude sessions with error >10 cm. Arena text defines Euclidean COM jumps; released compute_filtering_binDecoding_cm instead thresholds the absolute change of the first COM coordinate. Text/code differences and caller limits are recorded in the paper note.",reviewed_context,"Published Science supplement science.ads4760_sm.pdf, pp. 5-8; published main text p. 541 (errors 2.9/3.4 cm); paper release v1.0.0 (128513a656bdacfc11a0e0dfbcaf20e2c4515520), compute_rateMap.m, setUp_gaussFilt.m and compute_filtering_binDecoding_cm.m:15.",papers/00_Mallory_2025.md
0,https://doi.org/10.1126/science.ads4760,Reconst. Error (cm),"2.9 (track), 3.4 (arena)",checked_paper,"Published Science main text p. 541: mean positional error 2.9 cm track, 3.4 cm arena; supplement p. 6 gives the 400 ms evaluation window.",papers/00_Mallory_2025.md
0,https://doi.org/10.1126/science.ads4760,% Decoded,#N/A,not_reported,"Published Science supplement science.ads4760_sm.pdf, pp. 5-8.",papers/00_Mallory_2025.md
0,https://doi.org/10.1126/science.ads4760,Spike sorting,Sorted,checked_paper,"Published Science supplement science.ads4760_sm.pdf, p. 5, Freely Moving Neural Data Acquisition.",papers/00_Mallory_2025.md
0,https://doi.org/10.1126/science.ads4760,Time bin step (ms),5,checked_code,"paper release v1.0.0 (128513a656bdacfc11a0e0dfbcaf20e2c4515520), load_AnalysisInformation_cm.m and load_binDecoding_cm.m establish 5 ms steps; supplement p. 6 says overlapping by 5 ms.",papers/00_Mallory_2025.md
0,https://doi.org/10.1126/science.ads4760,Shuffle Method,none for primary criteria-based replay; Spearman test for track rank-order control,checked_paper,"Published Science supplement science.ads4760_sm.pdf, pp. 6-7: primary replay uses fixed criteria; rank-order control uses Spearman p<0.05. spearman_median.m calls MATLAB corr(type=Spearman). The 5000 shuffles on pp. 8-9 test replay-pair statistics, not event significance.",papers/00_Mallory_2025.md
0,https://doi.org/10.1126/science.ads4760,Shuffles (#),#N/A,not_applicable,"Published Science supplement science.ads4760_sm.pdf, pp. 6-7: primary replay uses fixed criteria; rank-order control uses Spearman p<0.05. spearman_median.m calls MATLAB corr(type=Spearman). The 5000 shuffles on pp. 8-9 test replay-pair statistics, not event significance.",papers/00_Mallory_2025.md
0,https://doi.org/10.1126/science.ads4760,Sig. Thresh.,Criteria-based (primary); Spearman p<0.05 (track control),checked_paper,"Published Science supplement science.ads4760_sm.pdf, pp. 6-7: primary replay uses fixed criteria; rank-order control uses Spearman p<0.05. spearman_median.m calls MATLAB corr(type=Spearman). The 5000 shuffles on pp. 8-9 test replay-pair statistics, not event significance.",papers/00_Mallory_2025.md
0,https://doi.org/10.1126/science.ads4760,% Decoded denom.,#N/A,not_reported,"Published Science supplement science.ads4760_sm.pdf, pp. 5-8.",papers/00_Mallory_2025.md
0,https://doi.org/10.1126/science.ads4760,Reconst. Error bin (ms),400,checked_paper,"Published Science supplement science.ads4760_sm.pdf, p. 6: nonoverlapping 400 ms windows during movement.",papers/00_Mallory_2025.md
1,https://doi.org/10.1038/s41467-025-65181-5,First Author,Widloski,checked_metadata,Published HTML Methods (2025); 2026 correction,papers/01_Widloski_2025.md
1,https://doi.org/10.1038/s41467-025-65181-5,Last Author,Foster,checked_metadata,Published HTML Methods (2025); 2026 correction,papers/01_Widloski_2025.md
1,https://doi.org/10.1038/s41467-025-65181-5,Year,2025,checked_metadata,Published HTML Methods (2025); 2026 correction,papers/01_Widloski_2025.md
1,https://doi.org/10.1038/s41467-025-65181-5,DOI,https://doi.org/10.1038/s41467-025-65181-5,checked_metadata,Published HTML Methods (2025); 2026 correction,papers/01_Widloski_2025.md
1,https://doi.org/10.1038/s41467-025-65181-5,Journal,Nature Communications,checked_metadata,Published HTML Methods (2025); 2026 correction,papers/01_Widloski_2025.md
1,https://doi.org/10.1038/s41467-025-65181-5,Species,Rats,checked_metadata,Published HTML Methods (2025); 2026 correction,papers/01_Widloski_2025.md
1,https://doi.org/10.1038/s41467-025-65181-5,Detection,Decoding,checked_paper,Published HTML Methods (2025); 2026 correction,papers/01_Widloski_2025.md
1,https://doi.org/10.1038/s41467-025-65181-5,Detection Notes,"Decoded replay with no ripple or burst requirement / candidate = continuous epoch >=100 ms of smoothly changing decoded position / merged if gap <20 cm and <50 ms; kept if duration >100 ms and dispersion >12 cm / ripples (2 SD, >=15 ms) and bursts (3 SD, >=50 ms) label events after detection / Replay is defined by decoding (80 ms windows, 5 ms steps, >100 ms duration); secondary ripple detector: 2 SD, >=15 ms, merge gaps <50 ms; secondary burst detector: 3 SD, >=50 ms. Both traces use Gaussian SD 80 ms. Replay significance requires p<0.05 for both posterior-spread and jump-size measures against 100 place-cell identity shuffles. Separate 100-snippet tests assess ripple/burst absence. Publisher correction of 17 April 2026 changes references only.",reviewed_context,Published HTML Methods (2025); 2026 correction,papers/01_Widloski_2025.md
1,https://doi.org/10.1038/s41467-025-65181-5,MUA Z-score Thresh. (STD),3,checked_paper,Published HTML Methods (2025); 2026 correction,papers/01_Widloski_2025.md
1,https://doi.org/10.1038/s41467-025-65181-5,SWR Z-score Thresh. (STD),2,checked_paper,Published HTML Methods (2025); 2026 correction,papers/01_Widloski_2025.md
1,https://doi.org/10.1038/s41467-025-65181-5,Animal Speed (cm/s),5,checked_paper,Published HTML Methods (2025); 2026 correction,papers/01_Widloski_2025.md
1,https://doi.org/10.1038/s41467-025-65181-5,MUA smooth (ms),80,checked_paper,Published HTML Methods (2025); 2026 correction,papers/01_Widloski_2025.md
1,https://doi.org/10.1038/s41467-025-65181-5,SWR smooth (ms),80,checked_paper,Published HTML Methods (2025); 2026 correction,papers/01_Widloski_2025.md
1,https://doi.org/10.1038/s41467-025-65181-5,Min. Cells (#),#N/A,not_applicable,Published HTML Methods (2025); 2026 correction,papers/01_Widloski_2025.md
1,https://doi.org/10.1038/s41467-025-65181-5,SWR electrodes (#),64,checked_paper,Published HTML Methods (2025); 2026 correction,papers/01_Widloski_2025.md
1,https://doi.org/10.1038/s41467-025-65181-5,SWR Low Band (Hz),100,checked_paper,Published HTML Methods (2025); 2026 correction,papers/01_Widloski_2025.md
1,https://doi.org/10.1038/s41467-025-65181-5,SWR High Band (Hz),220,checked_paper,Published HTML Methods (2025); 2026 correction,papers/01_Widloski_2025.md
1,https://doi.org/10.1038/s41467-025-65181-5,Min. Duration (ms),100,checked_paper,Published HTML Methods (2025); 2026 correction,papers/01_Widloski_2025.md
1,https://doi.org/10.1038/s41467-025-65181-5,Max Duration (ms),#N/A,not_applicable,Published HTML Methods (2025); 2026 correction,papers/01_Widloski_2025.md
1,https://doi.org/10.1038/s41467-025-65181-5,Combine Events Thresh. (ms),50,checked_paper,Published HTML Methods (2025); 2026 correction,papers/01_Widloski_2025.md
1,https://doi.org/10.1038/s41467-025-65181-5,Decoding,Bayes,checked_paper,Published HTML Methods (2025); 2026 correction,papers/01_Widloski_2025.md
1,https://doi.org/10.1038/s41467-025-65181-5,Time bin (ms),80,checked_paper,Published HTML Methods (2025); 2026 correction,papers/01_Widloski_2025.md
1,https://doi.org/10.1038/s41467-025-65181-5,Position bin (cm),2,checked_paper,Published HTML Methods (2025); 2026 correction,papers/01_Widloski_2025.md
1,https://doi.org/10.1038/s41467-025-65181-5,Place field smooth (cm),8,checked_paper,Published HTML Methods (2025); 2026 correction,papers/01_Widloski_2025.md
1,https://doi.org/10.1038/s41467-025-65181-5,Trajectory,Posterior center of mass,checked_paper,Published HTML Methods (2025); 2026 correction,papers/01_Widloski_2025.md
1,https://doi.org/10.1038/s41467-025-65181-5,Decoding notes,Memory-less Bayesian decoding with a uniform prior,reviewed_context,Published HTML Methods (2025); 2026 correction,papers/01_Widloski_2025.md
1,https://doi.org/10.1038/s41467-025-65181-5,Reconst. Error (cm),#N/A,not_reported,Published HTML Methods (2025); 2026 correction,papers/01_Widloski_2025.md
1,https://doi.org/10.1038/s41467-025-65181-5,% Decoded,#N/A,not_reported,Published HTML Methods (2025); 2026 correction,papers/01_Widloski_2025.md
1,https://doi.org/10.1038/s41467-025-65181-5,Spike sorting,Sorted,checked_paper,Published HTML Methods (2025); 2026 correction,papers/01_Widloski_2025.md
1,https://doi.org/10.1038/s41467-025-65181-5,Time bin step (ms),5,checked_paper,Published HTML Methods (2025); 2026 correction,papers/01_Widloski_2025.md
1,https://doi.org/10.1038/s41467-025-65181-5,Shuffle Method,Place cell-ID shuffle,checked_paper,Published HTML Methods (2025); 2026 correction,papers/01_Widloski_2025.md
1,https://doi.org/10.1038/s41467-025-65181-5,Shuffles (#),100,checked_paper,Published HTML Methods (2025); 2026 correction,papers/01_Widloski_2025.md
1,https://doi.org/10.1038/s41467-025-65181-5,Sig. Thresh.,p<0.05,checked_paper,Published HTML Methods (2025); 2026 correction,papers/01_Widloski_2025.md
1,https://doi.org/10.1038/s41467-025-65181-5,% Decoded denom.,#N/A,not_reported,Published HTML Methods (2025); 2026 correction,papers/01_Widloski_2025.md
1,https://doi.org/10.1038/s41467-025-65181-5,Reconst. Error bin (ms),#N/A,not_reported,Published HTML Methods (2025); 2026 correction,papers/01_Widloski_2025.md
2,https://doi.org/10.1126/science.adk8261,First Author,Yang,checked_metadata,"Supplement Methods, combined PDF pp. 11-16",papers/02_Yang_2024.md
2,https://doi.org/10.1126/science.adk8261,Last Author,Buzsáki,checked_metadata,"Supplement Methods, combined PDF pp. 11-16",papers/02_Yang_2024.md
2,https://doi.org/10.1126/science.adk8261,Year,2024,checked_metadata,"Supplement Methods, combined PDF pp. 11-16",papers/02_Yang_2024.md
2,https://doi.org/10.1126/science.adk8261,DOI,https://doi.org/10.1126/science.adk8261,checked_metadata,"Supplement Methods, combined PDF pp. 11-16",papers/02_Yang_2024.md
2,https://doi.org/10.1126/science.adk8261,Journal,Science,checked_metadata,"Supplement Methods, combined PDF pp. 11-16",papers/02_Yang_2024.md
2,https://doi.org/10.1126/science.adk8261,Species,"Rats, Mice",checked_metadata,"Supplement Methods, combined PDF pp. 11-16",papers/02_Yang_2024.md
2,https://doi.org/10.1126/science.adk8261,Detection,"SWR, MUA",checked_paper,"Supplement Methods, combined PDF pp. 11-16",papers/02_Yang_2024.md
2,https://doi.org/10.1126/science.adk8261,Detection Notes,MUA and SWR / MUA with at least one LFP w/ SWR / NREM and quiet waking (automatic state scoring with manual curation) / The 20 ms decoding entry describes UMAP population vectors; the supplementary Bayesian reconstruction uses 100 ms windows. The MUA threshold does not specify the independent LFP detector.,reviewed_context,"Supplement Methods, combined PDF pp. 11-16",papers/02_Yang_2024.md
2,https://doi.org/10.1126/science.adk8261,MUA Z-score Thresh. (STD),3,checked_paper,"Supplement Methods, combined PDF pp. 11-16",papers/02_Yang_2024.md
2,https://doi.org/10.1126/science.adk8261,SWR Z-score Thresh. (STD),Not reported,unresolved,"Supplement Methods, combined PDF pp. 11-16 No independently verified value for this field; see remaining-source register.",papers/02_Yang_2024.md
2,https://doi.org/10.1126/science.adk8261,Animal Speed (cm/s),#N/A,not_applicable,"Supplement Methods, combined PDF pp. 11-16",papers/02_Yang_2024.md
2,https://doi.org/10.1126/science.adk8261,MUA smooth (ms),15,checked_paper,"Supplement Methods, combined PDF pp. 11-16",papers/02_Yang_2024.md
2,https://doi.org/10.1126/science.adk8261,SWR smooth (ms),Not reported,not_reported,"Supplement Methods, combined PDF pp. 11-16",papers/02_Yang_2024.md
2,https://doi.org/10.1126/science.adk8261,Min. Cells (#),5,checked_paper,"Supplement Methods, combined PDF pp. 11-16",papers/02_Yang_2024.md
2,https://doi.org/10.1126/science.adk8261,SWR electrodes (#),Not reported,unresolved,"Supplement Methods, combined PDF pp. 11-16 No independently verified value for this field; see remaining-source register.",papers/02_Yang_2024.md
2,https://doi.org/10.1126/science.adk8261,SWR Low Band (Hz),Not reported,unresolved,"Supplement Methods, combined PDF pp. 11-16 No independently verified value for this field; see remaining-source register.",papers/02_Yang_2024.md
2,https://doi.org/10.1126/science.adk8261,SWR High Band (Hz),Not reported,unresolved,"Supplement Methods, combined PDF pp. 11-16 No independently verified value for this field; see remaining-source register.",papers/02_Yang_2024.md
2,https://doi.org/10.1126/science.adk8261,Min. Duration (ms),50,checked_paper,"Supplement Methods, combined PDF pp. 11-16",papers/02_Yang_2024.md
2,https://doi.org/10.1126/science.adk8261,Max Duration (ms),500,checked_paper,"Supplement Methods, combined PDF pp. 11-16",papers/02_Yang_2024.md
2,https://doi.org/10.1126/science.adk8261,Combine Events Thresh. (ms),#N/A,not_applicable,"Supplement Methods, combined PDF pp. 11-16",papers/02_Yang_2024.md
2,https://doi.org/10.1126/science.adk8261,Decoding,"UMAP
Bayes",checked_paper,"Supplement Methods, combined PDF pp. 11-16",papers/02_Yang_2024.md
2,https://doi.org/10.1126/science.adk8261,Time bin (ms),20,checked_paper,"Supplement Methods, combined PDF pp. 11-16",papers/02_Yang_2024.md
2,https://doi.org/10.1126/science.adk8261,Position bin (cm),5,checked_paper,"Supplement Methods, combined PDF pp. 11-16",papers/02_Yang_2024.md
2,https://doi.org/10.1126/science.adk8261,Place field smooth (cm),10,derived,"Supplement Methods, combined PDF pp. 11-16",papers/02_Yang_2024.md
2,https://doi.org/10.1126/science.adk8261,Trajectory,KNN,checked_paper,"Supplement Methods, combined PDF pp. 11-16",papers/02_Yang_2024.md
2,https://doi.org/10.1126/science.adk8261,Decoding notes,"20 ms refers to UMAP candidate-event bins; Bayesian equations describe 100 ms bins. Trial-label shuffling (1000 repetitions) tests behavioral decoding accuracy and does not establish the number of replay-event shuffles. The archived Python main.py is a template, not the replay analysis.",reviewed_context,Yang supplementary Methods pp. 8-9 (combined PDF pp. 15-16); exact tagged GitHub tree 2fa546845defbdd750c9059e7d54489782fed57c.,papers/02_Yang_2024.md
2,https://doi.org/10.1126/science.adk8261,Reconst. Error (cm),Not reported,not_reported,"Supplement Methods, combined PDF pp. 11-16",papers/02_Yang_2024.md
2,https://doi.org/10.1126/science.adk8261,% Decoded,Not reported,not_reported,"Supplement Methods, combined PDF pp. 11-16",papers/02_Yang_2024.md
2,https://doi.org/10.1126/science.adk8261,Spike sorting,Sorted,checked_paper,"Supplement Methods, combined PDF pp. 11-16",papers/02_Yang_2024.md
2,https://doi.org/10.1126/science.adk8261,Time bin step (ms),20,checked_paper,"Supplement Methods, combined PDF pp. 11-16",papers/02_Yang_2024.md
2,https://doi.org/10.1126/science.adk8261,Shuffle Method,Cell-ID circular shuffle; time-bin shuffle,checked_paper,"Supplement Methods, combined PDF pp. 11-16",papers/02_Yang_2024.md
2,https://doi.org/10.1126/science.adk8261,Shuffles (#),Not reported,not_reported,Yang supplementary Methods pp. 8-9 (combined PDF pp. 15-16); exact tagged GitHub tree 2fa546845defbdd750c9059e7d54489782fed57c.,papers/02_Yang_2024.md
2,https://doi.org/10.1126/science.adk8261,Sig. Thresh.,Both distance-to-manifold and trajectory-length tests; cutoff not reported,checked_paper,Yang supplementary Methods pp. 8-9 (combined PDF pp. 15-16); exact tagged GitHub tree 2fa546845defbdd750c9059e7d54489782fed57c.,papers/02_Yang_2024.md
2,https://doi.org/10.1126/science.adk8261,% Decoded denom.,#N/A,not_reported,"Supplement Methods, combined PDF pp. 11-16",papers/02_Yang_2024.md
2,https://doi.org/10.1126/science.adk8261,Reconst. Error bin (ms),#N/A,not_reported,"Supplement Methods, combined PDF pp. 11-16",papers/02_Yang_2024.md
3,https://doi.org/10.1038/s41467-023-43939-z,First Author,Huelin Gorriz,checked_metadata,Methods pp. 11-12; code release b0676a5,papers/03_HuelinGorriz_2023.md
3,https://doi.org/10.1038/s41467-023-43939-z,Last Author,Bendor,checked_metadata,Methods pp. 11-12; code release b0676a5,papers/03_HuelinGorriz_2023.md
3,https://doi.org/10.1038/s41467-023-43939-z,Year,2023,checked_metadata,Methods pp. 11-12; code release b0676a5,papers/03_HuelinGorriz_2023.md
3,https://doi.org/10.1038/s41467-023-43939-z,DOI,https://doi.org/10.1038/s41467-023-43939-z,checked_metadata,Methods pp. 11-12; code release b0676a5,papers/03_HuelinGorriz_2023.md
3,https://doi.org/10.1038/s41467-023-43939-z,Journal,Nature Communications,checked_metadata,Methods pp. 11-12; code release b0676a5,papers/03_HuelinGorriz_2023.md
3,https://doi.org/10.1038/s41467-023-43939-z,Species,Rats,checked_metadata,Methods pp. 11-12; code release b0676a5,papers/03_HuelinGorriz_2023.md
3,https://doi.org/10.1038/s41467-023-43939-z,Detection,"SWR, MUA",checked_paper,Methods pp. 11-12; code release b0676a5,papers/03_HuelinGorriz_2023.md
3,https://doi.org/10.1038/s41467-023-43939-z,Detection Notes,"MUA and SWR / Independently reopened release: 41-point gausswin(alpha=2) on 1 ms MUA bins gives nominal SD 10 ms per pass (filtfilt effective finite-kernel SD about 12.58 ms); paper says 5 ms. Ripple envelope uses smooth(...,15) at 1 kHz (15 ms moving average); paper says 100 ms. The batch script calls extract_replay_events, but that function is absent from the complete release, so the paper's 750 ms maximum is retained.",reviewed_context,"Zenodo 10085294 / dbendor/Nat_Com_Huelin_Gorriz_et_al b0676a5: batch_analysis_folders.m, list_of_parameters.m, process_clusters.m and extract_CSC.m.",papers/03_HuelinGorriz_2023.md
3,https://doi.org/10.1038/s41467-023-43939-z,MUA Z-score Thresh. (STD),3,checked_paper,Methods pp. 11-12; code release b0676a5,papers/03_HuelinGorriz_2023.md
3,https://doi.org/10.1038/s41467-023-43939-z,SWR Z-score Thresh. (STD),3,checked_paper,Methods pp. 11-12; code release b0676a5,papers/03_HuelinGorriz_2023.md
3,https://doi.org/10.1038/s41467-023-43939-z,Animal Speed (cm/s),5,checked_paper,Methods pp. 11-12; code release b0676a5,papers/03_HuelinGorriz_2023.md
3,https://doi.org/10.1038/s41467-023-43939-z,MUA smooth (ms),10,derived,"Zenodo 10085294 / dbendor/Nat_Com_Huelin_Gorriz_et_al b0676a5: batch_analysis_folders.m, list_of_parameters.m, process_clusters.m and extract_CSC.m.",papers/03_HuelinGorriz_2023.md
3,https://doi.org/10.1038/s41467-023-43939-z,SWR smooth (ms),15,checked_code,"Zenodo 10085294 / dbendor/Nat_Com_Huelin_Gorriz_et_al b0676a5: batch_analysis_folders.m, list_of_parameters.m, process_clusters.m and extract_CSC.m.",papers/03_HuelinGorriz_2023.md
3,https://doi.org/10.1038/s41467-023-43939-z,Min. Cells (#),5,checked_paper,Methods pp. 11-12; code release b0676a5,papers/03_HuelinGorriz_2023.md
3,https://doi.org/10.1038/s41467-023-43939-z,SWR electrodes (#),1,checked_paper,Methods pp. 11-12; code release b0676a5,papers/03_HuelinGorriz_2023.md
3,https://doi.org/10.1038/s41467-023-43939-z,SWR Low Band (Hz),125,checked_paper,Methods pp. 11-12; code release b0676a5,papers/03_HuelinGorriz_2023.md
3,https://doi.org/10.1038/s41467-023-43939-z,SWR High Band (Hz),300,checked_paper,Methods pp. 11-12; code release b0676a5,papers/03_HuelinGorriz_2023.md
3,https://doi.org/10.1038/s41467-023-43939-z,Min. Duration (ms),100,checked_paper,Methods pp. 11-12; code release b0676a5,papers/03_HuelinGorriz_2023.md
3,https://doi.org/10.1038/s41467-023-43939-z,Max Duration (ms),750,checked_paper,Methods pp. 11-12; code release b0676a5,papers/03_HuelinGorriz_2023.md
3,https://doi.org/10.1038/s41467-023-43939-z,Combine Events Thresh. (ms),50,checked_paper,Methods pp. 11-12; code release b0676a5,papers/03_HuelinGorriz_2023.md
3,https://doi.org/10.1038/s41467-023-43939-z,Decoding,Bayes,checked_paper,Methods pp. 11-12; code release b0676a5,papers/03_HuelinGorriz_2023.md
3,https://doi.org/10.1038/s41467-023-43939-z,Time bin (ms),20,checked_paper,Methods pp. 11-12; code release b0676a5,papers/03_HuelinGorriz_2023.md
3,https://doi.org/10.1038/s41467-023-43939-z,Position bin (cm),10,checked_paper,Methods pp. 11-12; code release b0676a5,papers/03_HuelinGorriz_2023.md
3,https://doi.org/10.1038/s41467-023-43939-z,Place field smooth (cm),0,checked_paper,Methods pp. 11-12; code release b0676a5,papers/03_HuelinGorriz_2023.md
3,https://doi.org/10.1038/s41467-023-43939-z,Trajectory,Weighted correlation,checked_paper,Methods pp. 11-12; code release b0676a5,papers/03_HuelinGorriz_2023.md
